01.01.2012,01.04.2012,01.07.2012,01.10.2012,01.01.2013,01.04.2013,01.07.2013,01.10.2013,01.01.2014,01.04.2014,01.07.2014,01.10.2014,01.01.2015,01.04.2015,01.07.2015,01.10.2015,01.01.2016,01.04.2016,01.07.2016,01.10.2016,01.01.2017,01.04.2017,01.07.2017,01.10.2017,01.01.2018,01.04.2018,01.07.2018,01.10.2018,01.01.2019,01.04.2019,01.07.2019,01.10.2019,01.01.2020,01.04.2020,01.07.2020,01.10.2020,01.01.2021,01.04.2021,01.07.2021,01.10.2021
110.3,108.6,108.7,108.4,106.6,104.7,105.7,104.5,105.8,108.2,106.6,109.1,108.3,107.0,107.9,106.0,102.5,103.2,102.0,103.6,107.6,104.7,103.9,105.5,106.4,110.9,111.7,110.5,108.0,105.2,101.4,99.7,99.5,96.1,101.3,104.9,109.4,118.2,118.5,118.8
