date,date,price,rate,inflation,oil_income,total_income,nat_defence,nat_security,house_service,education,health,gdp_dynamic,gdp_real,taxes_income
2019Q3,2019Q3,4.0933440618885175,7.0,4.0,7.556169389226117,5561.587200000001,6.512034440894105,6.1587321089832665,3.551959469548344,5.057972975351484,5.147935077409172,0.07943131865822815,10.077247563668175,8.202230853285764
2019Q4,2019Q4,4.193737306100135,6.25,3.0,7.5551470134541505,5138.637699999998,6.883731402737763,6.616801995281513,4.860676372119293,5.598745240070751,5.438113656159409,0.06680314367734944,10.146386671215687,8.079644856787105
2020Q1,2020Q1,2.715356776284648,6.0,2.5,7.4837844839342305,4707.6435,6.752733469831885,6.072859033025177,4.520031599685262,5.293804699766143,5.950565726720028,-0.23206416698879007,9.937695723865865,7.982308112906468
2020Q2,2020Q2,3.78781940196884,4.5,3.2,6.732269226804918,4190.536599999999,6.443479374955323,6.1999100087778105,4.108104459138286,5.473647876153137,5.554558693262974,-0.020487660560637066,9.917415112233542,8.117159556117777
2020Q3,2020Q3,3.7010550300440697,4.25,3.7,7.097142647364462,4178.4224,6.381103411617039,6.25844142632346,4.853158533434121,5.2196663982890925,5.622754253746206,0.11893631995551349,10.044040486342892,7.996288073122477
2020Q4,2020Q4,3.93123722435195,4.25,4.9,7.278545294929997,5772.017599999998,7.024185399861909,6.6839151100862315,4.540958011593628,5.835654533013435,6.055421258402026,0.08519990461807485,10.133090198911075,8.371736991485072
2021Q1,2021Q1,4.121148764974151,4.5,5.8,7.478786801618226,5798.0906,6.896227488593638,6.23681215370617,5.304232835610065,5.549000595664657,5.5587443711233595,-0.21996984257046034,9.934264059675977,8.301024906271362
2021Q2,2021Q2,4.316287392959792,5.5,6.5,7.844145064801986,7051.693799999999,6.595151627729222,6.434028888853033,4.434104246404156,5.87298839630278,5.983723663627347,0.07939689071991943,10.0169903298311,8.412041054046147
2021Q3,2021Q3,4.3288895362607525,6.75,7.4,7.9566267517546185,7889.848500000003,6.456857563796034,6.45144861654178,4.809314387292519,5.4564935047636665,6.15544072680074,0.06400818850267373,10.083138880774204,8.524252317057702
2021Q4,2021Q4,4.341204640153626,8.5,8.39,8.134930688828062,8746.768799999998,7.49610178714277,6.8679465209643595,5.622021291248699,5.975597325932915,6.393457634722767,0.0942390942390943,10.182118789467491,8.58207962702455
